id,text,class
1784,"#HappierWithTaehyung The true testament to Taehyung’s positive influence is how every achievement/birthday of his is celebrated by donating to charities, adopting endangered animals, building schools &amp; bridges, donating toys to kids, donating food to animal shelters ",Food
1785,"“Every dollar spent on SNAP turns into $1.73 in economic activity, compared to $1.36 for every dollar spent on federal aid to state governments and $1.29 for every dollar allocated for a payroll tax holiday.” ",Food
1786,This is Tory Britain 2020,Food
1787,So the Polish had to come to our rescue to test the stranded drivers. We can't even cope with this . How tf do we think we can cope without the EU after Jan 1st? ,Food
1788,Please do not give people in need expired food. Please.,Food
1789,Archaeologists uncover ancient street food shop in Pompeii  ,Food
1790,Please do not give people in need expired food. Please.,Food
1791,Yo ok listen the NRE is the best shit don’t need a healer just good rep in mondstadt  Before I used healers (and th… ,Food
1792,Please do not give people in need expired food. Please.,Food
1793,#MysteryOf_IsaMasih  Holy bible genesis 1:30 God didn't allowed to eat meat and tolf forward that those who will kill innocent animals for food this would be countable as thier sin  Must Watch  Sadhana channel at 7:30pm ,Food
1794, think it is a Trump Supporter  Some think it is the alt left ~  You know the folks who want to change the world w/Love  #Healthcare #Cannabis as food #DirectCashRelief  Instead we get nothing for Congress but money funneled to  privatizing public services ,Food
1795, When are you open again. I need to speak with my stores food to order urgently. I've an order which has… ,Food
1796,"In #Vermont, two #ResidentOwnedCommunities are working with local organizations, and each other, to make sure everyone has access to food during the holiday season and the pandemic.   Read more:   #Coops #HousingCooperatives #BetterTogether ",Food
1797,This is Not Food Labeling  via #AcresUSA,Food
1798,Reason why I no longer have the psyche to cook. This changes in 2021 when I get a woman to be enjoying my food and… ,Food
1799,Next mission.,Food
1800," Please help and share 🙏🙏 for sure help these kids for food, health and shelter(orphan kids) maathrudevo… ",Food
1801,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1802,Overlouping like crazy. 😂  #Christmas #BoxingDay #food,Food
1803,"""People who rejoice eating are the best kinda people""  Eijaz's fondness for food is extremely endearing and relatable.  LONE LION EIJAZ ",Food
1804,Call me a socialist but I’d rather that tax payer money went to food for people who needed it and enhanced unemployment AND not to the presidents golfing habit and to protect this large adult children.,Food
1805,"🎄AC FOLLOW TRAIN🎄  cw // food  in light of the holidays, tell me your favorite holiday meal/food! Comment below, like others comments and you know the rest🥧 retweet to meet some more mooties!",Food
1806,I think so many American Women are so emotionally unstable because the food has so much extra estrogen in it.,Food
1807,"We’re so grateful for everyone’s support and kindness. In lieu of flowers, gifts, or food we’d ask people to donate in honor of Francesca to Team Beans in the PMC Winter Cycle, which donates 100% of every rider-raised dollar directly to Dana-Farber.  ",Food
1808," • Americans are suffering through COVID-19, financial loss, food insecurity, loss of homes &amp; businesses &amp; all of this is happening while  sits &amp; laughs • A vote for Loeffler or Perdue gives McConnell the power to continue laughing... • ",Food
1809,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1810," As per my survey, people consider watching movies online because the OTT platform yearly subscriptio… ",Food
1811,"Anytime there’s food to celebrate, I’m there! Happy Kwanza!  Eat curry, squash, yams &amp; bananas today!",Food
1812,✨ Chicago Food &amp; Liquor: everyone’s neighborhood staple. ✨ ,Food
1813,Please do not give people in need expired food. Please.,Food
1814,"Whenever I see news showing how similar messed up the UK and the US are, I think of that Murdoch documentary...how he pulled the strings on two nations voting for their own misery, as if it was a fun game to him",Food
1815,"Chocolate slim - DE, AT Lose Weight, Diet, Slim food, Health &amp; Beauty items.: Chocolate slim - DE, AT  ",Food
1816,#Tigray:  #53days of LOOTING &amp; DISPLACEMENT.  #53days of SHELLING &amp; TERROR.  #53days of NO FOOD &amp; WATER.  #53days of RAPE &amp; DEATH.  #UNSC must INTERVENE.  Please ACTIVATE #R2P         #StopWarOnTigray #R2PTigray,Food
1817,Lots of socialists crying about the bailout veto   Well now's their big chance   Practice socialism and live ten to… ,Food
1818,Archaeologists uncover ancient street food shop in Pompeii  ,Food
1819,  If people understand the price difference between wheat flour from desi flour mill and aashirwaad atta. They will come to know the battle of kisan is not for his own but for all the consumers who consumes food daily.,Food
1820,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1821,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1822,Call me a socialist but I’d rather that tax payer money went to food for people who needed it and enhanced unemployment AND not to the presidents golfing habit and to protect this large adult children.,Food
1823,"I ate a lot of food and long distance watched a terrible movie w friends. So happy y'all have kept this going. Currently at $12,010!  ",Food
1824,The city of Boston threatened a woman with a year in prison/$1000 fine because she was helping her neighbors access food. Apparently the city only changed course when the Globe caught wind of it.  ,Food
1825,"ㅤㅤㅤㅤㅤ ㅤㅤㅤㅤㅤㅤ ㅤㅤㅤㅤ🥘 : cooking /'Kooking;/ ㅤㅤㅤㅤㅤ一the practice or skill of preparing food by ㅤㅤㅤㅤㅤㅤcombining, mixing, and heating  ㅤㅤㅤㅤㅤㅤingredients #JJXTEENCHEF  ㅤㅤㅤㅤ ",Food
1826,Look at the force and velocity she used to eat someone else's food. But it's children we must be like to enter the kingdom of heaven???,Food
1827,Call me a socialist but I’d rather that tax payer money went to food for people who needed it and enhanced unemployment AND not to the presidents golfing habit and to protect this large adult children.,Food
1828,Y'all look at this lame bish telling other people what to do with their own money and their own products. Hey Aaron… ,Food
1829,My mom got me a food processor for Christmas and I am SO FREAKIN EXCITED ABOUT IT and that is how you know you’re a… ,Food
1830,"$2,000 Stimulus Checks Would be a Mistake: Summers  via            I guess it would be a mistake this coming from people who never had to struggle a day in your life and who are corrupt you don't worry about food housing health insurance idiot",Food
1831,"A food and drink tour of Cleethorpes, from the world’s smallest pub to cutting-edge cooking ",Food
1832,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1833,Please do not give people in need expired food. Please.,Food
1834,"  This is how the story always ends...... You try anything funny,I return to my father's house… ",Food
1835,MORNING EVERYONE!! I HOPE YALL HAVE A NICE DAY!! i'm really proud of all of you. and you deserve everything. eat so… ,Food
1836,"I am starting to realize that family, good food and good wine is what life is all about.",Food
1837,"The newly unearthed thermopolium, a sort of ancient 'fast food' counter, in Pompeii. ",Food
1838,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1839,Today’s food: Cheese and ham pastry nibbles Spaghetti bolognese Cheeseboard 4 chocolates (and counting),Food
1840,“Excuse me. Please to stop playing with metal/glass rectangle and to give food now” ,Food
1841,I learned if you don’t chew your food thoroughly you’ll gag,Food
1842,Polish army helping truck drivers in Kent,Food
1843,"Did I miss a hearty show of thanks from  and UKbillionaire media to the Germans who flew in food, the charities who fed trapped lorry drivers and the #poland medics who filled the massive gap in British testing and humanitarian response in Kent?",Food
1844, This is amazing omg this would be such a quality show I love learning the history of certain dishes… ,Food
1845,Please do not give people in need expired food. Please.,Food
1846,Proud of my wife who w other Boston residents are volunteering their time to provide food security to vulnerable families when the city isn’t. Now the city is mad that they are! If the city actually supported its residents then this wouldn’t be necessary. ,Food
1847,Mine is delivered. There were a few delivery slot shortages and just a tiny number of items unavailable. The media… ,Food
1848,Its sha always about food with you people. Beggi beggi,Food
1849,Please do not give people in need expired food. Please.,Food
1850,just ran into a cute fluffy haired boy while we were picking up chinese food for our respective jewish christmas dinners and he asked for my number what in the hallmark...,Food
1851,"remember kids: if you see someone shoplifting food, no you didn't.",Food
1852,Westwood Children's Vanilla Benefitted The Food Pantry ,Food
1853,Don't forget to mention the French and Polish who cleared up your mess!!,Food
1854,"I am starting to realize that family, good food and good wine is what life is all about.",Food
1855,Archaeologists uncover ancient street food shop in Pompeii  ,Food
1856,"#MysteryOf_IsaMasih Genesis 1:29 in the Holy Bible. Then God said, listen, all the small trees with seeds are on the top of the earth and all the trees that have seeded fruits, you have given to you from your food. Holy Christianity was established from Hazrat Isa. Devotees of ",Food
1857,"It seems like a customary Jewish tradition to eat Chinese food on Christmas, but have you ever wondered where that time-honored practice came from?🧵",Food
1858,Food💦😜                      ,Food
1859,The city of Boston threatened a woman with a year in prison/$1000 fine because she was helping her neighbors access food. Apparently the city only changed course when the Globe caught wind of it.  ,Food
1860,Call me a socialist but I’d rather that tax payer money went to food for people who needed it and enhanced unemployment AND not to the presidents golfing habit and to protect this large adult children.,Food
1861,Please do not give people in need expired food. Please.,Food
1862,"I'm at Green Food | Health &amp; Diet in Buraydah, Al Qassim ",Food
1863,"The day I knew twitter is indeed a crazy place for stories was when I wrote i was forcing nathan to eat chips while travelling, someone replied and said ill post all the Chinese food but im feeding him chips,omo it was scary!",Food
1864,Please do not give people in need expired food. Please.,Food
1865,"Extraordinary discovery in #Pompeii - an intact 'street food' shop with ""food in the pots"".  #RomanArchaeology #Archaeology #Archeologia #ArcheologiaRomana ",Food
1866,Archaeologists uncover ancient street food shop in Pompeii  ,Food
1867,Love to see it myself. Amazing.,Food
1868,"Inter-Ministerial Approval Committee (IMAC) under the chairmanship of Union Minister   approves 28 Food Processing projects worth over ₹320 crores under the CEFPPC Scheme  The projects are likely to generate employment for nearly 10,000 people.   ",Food
1869,"  Starting cooking pies/stews for my youngest son, who has been in contact with a COVID +ve… ",Food
1870, saw a fat woman at Whole Foods with a cart full of junk food lol how the hell you get junk food out of Whole Foods lol...,Food
1871,Look at the force and velocity she used to eat someone else's food. But it's children we must be like to enter the kingdom of heaven???,Food
1872,"Billionaires gained $1 trillion in 2020, the most in any year ever  Meanwhile, lines for food banks are the longest on record  I'm no expert but that might be evidence trickle-down economics doesn't work  What did Congress pass? A stimulus bill that's 84% trickle-down economics",Food
1873,MORE RENHYUCK FOOD,Food
1874,Next mission.,Food
1875,not this food discourse on my tl again smh,Food
1876," Great! Quiet, hearing birds sing outside, a clean home, good food, Zooming w out of state family...it was good!🎄✨",Food
1877,Please do not give people in need expired food. Please.,Food
1878, Food,Food
1879,"I don’t know if Trump is thinking about spite, revenge, or a 2024 campaign, but he’s definitely not thinking about the millions of Americans who are about to have to choose between food, medicine, and rent. Only 25 more days of this jerk. ",Food
